Date,Open,High,Low,Close,Volume,Adj Close
2014-03-11,4384.74,4386.73,4343.95,4349.72,102575400,4349.72
2014-03-10,4365.49,4417.80,4346.83,4370.84,129388400,4370.84
2014-03-07,4416.16,4432.50,4364.20,4366.42,157180000,4366.42
2014-03-06,4408.13,4431.16,4402.16,4417.04,147376000,4417.04
2014-03-05,4384.61,4402.12,4377.65,4391.25,106194600,4391.25
2014-03-04,4340.83,4399.81,4337.35,4395.90,125890900,4395.90
2014-03-03,4338.79,4346.95,4288.44,4290.87,157761500,4290.87
2014-02-28,4405.20,4413.65,4367.96,4408.08,120235300,4408.08
2014-02-27,4400.66,4408.23,4354.95,4396.39,142607100,4396.39
2014-02-26,4414.36,4420.94,4381.19,4396.91,113683200,4396.91
2014-02-25,4406.42,4416.16,4383.24,4414.55,111757500,4414.55
2014-02-24,4374.46,4419.13,4373.57,4419.13,95223800,4419.13
2014-02-21,4369.84,4383.15,4353.15,4381.06,102371300,4381.06
2014-02-20,4298.11,4356.65,4290.47,4355.49,122837400,4355.49
2014-02-19,4321.65,4352.72,4312.80,4341.10,101227100,4341.10
2014-02-18,4340.87,4342.41,4304.66,4330.71,91570300,4330.71
2014-02-17,4345.58,4352.54,4330.00,4335.17,62954100,4335.17
2014-02-14,4320.15,4340.38,4304.99,4340.14,97863100,4340.14
2014-02-13,4292.96,4316.29,4275.24,4312.80,111612600,4312.80
2014-02-12,4295.79,4324.32,4288.01,4305.50,118668600,4305.50
2014-02-11,4251.29,4283.32,4247.37,4283.32,137945000,4283.32
2014-02-10,4247.58,4251.38,4229.07,4237.13,101803100,4237.13
2014-02-07,4198.77,4228.90,4171.68,4228.18,139519300,4228.18
2014-02-06,4138.97,4200.58,4122.75,4188.10,234833600,4188.10
2014-02-05,4111.67,4136.61,4098.69,4117.79,123523300,4117.79
2014-02-04,4092.14,4132.29,4080.60,4117.45,135698700,4117.45
2014-02-03,4160.28,4184.95,4104.66,4107.75,119653500,4107.75
2014-01-31,4194.72,4194.72,4098.71,4165.72,144400500,4165.72
2014-01-30,4160.21,4195.54,4123.66,4180.02,110023300,4180.02
2014-01-29,4220.74,4245.96,4106.53,4156.98,156697700,4156.98
2014-01-28,4171.48,4198.20,4153.82,4185.29,124485100,4185.29
2014-01-27,4166.28,4172.28,4137.96,4144.56,138816400,4144.56
2014-01-24,4283.60,4292.14,4154.95,4161.47,181128600,4161.47
2014-01-23,4318.90,4339.13,4266.98,4280.96,121891000,4280.96
2014-01-22,4338.41,4347.02,4308.07,4324.98,95595000,4324.98
2014-01-21,4326.91,4351.21,4317.05,4323.87,113288700,4323.87
2014-01-20,4320.81,4333.32,4314.05,4322.86,75947500,4322.86
2014-01-17,4324.09,4341.86,4312.86,4327.50,132673900,4327.50
2014-01-16,4333.30,4334.96,4312.83,4319.27,113299100,4319.27
2014-01-15,4286.55,4332.07,4283.11,4332.07,116462900,4332.07
2014-01-14,4226.69,4274.20,4213.57,4274.20,103190900,4274.20
2014-01-13,4261.70,4268.72,4246.72,4263.27,103307900,4263.27
2014-01-10,4246.53,4269.38,4233.29,4250.60,128366300,4250.60
2014-01-09,4260.22,4278.11,4216.07,4225.14,137083700,4225.14
2014-01-08,4269.46,4272.07,4245.56,4260.96,100876000,4260.96
2014-01-07,4231.50,4266.96,4215.59,4262.68,102867800,4262.68
2014-01-06,4242.27,4261.34,4221.71,4227.54,68734800,4227.54
2014-01-03,4238.76,4258.89,4228.85,4247.65,59137700,4247.65
2014-01-02,4307.40,4312.59,4226.66,4227.28,86282800,4227.28
2013-12-31,4280.76,4297.23,4280.76,4295.95,19638000,4295.95
2013-12-30,4283.42,4289.53,4267.63,4275.71,65865100,4275.71
2013-12-27,4245.64,4279.28,4237.20,4277.65,75689200,4277.65
2013-12-24,4209.61,4229.68,4209.42,4218.41,18874800,4218.41
2013-12-23,4199.92,4215.29,4187.95,4215.29,72498700,4215.29
2013-12-20,4176.89,4200.31,4166.53,4193.77,193420900,4193.77
2013-12-19,4146.44,4184.33,4143.60,4154.27,68178600,4154.27
2013-12-18,4087.57,4109.51,4074.28,4109.51,88914200,4109.51
2013-12-17,4100.76,4100.76,4068.64,4068.64,87590900,4068.64
2013-12-16,4051.93,4128.98,4051.25,4119.88,93624600,4119.88
2013-12-13,4069.58,4085.80,4053.41,4059.71,74611100,4059.71
2013-12-12,4077.98,4090.19,4056.37,4069.12,84997300,4069.12
2013-12-11,4094.12,4127.97,4085.63,4086.86,91017900,4086.86
2013-12-10,4126.62,4144.80,4091.14,4091.14,78886900,4091.14
2013-12-09,4143.30,4143.30,4109.92,4134.10,77073800,4134.10
2013-12-06,4110.85,4140.68,4082.14,4129.37,101580200,4129.37
2013-12-05,4140.76,4157.05,4099.91,4099.91,101273400,4099.91
2013-12-04,4184.30,4192.53,4120.10,4148.52,99698600,4148.52
2013-12-03,4275.95,4277.27,4172.44,4172.44,113870100,4172.44
2013-12-02,4294.65,4309.31,4273.42,4285.81,72972900,4285.81
2013-11-29,4297.14,4310.66,4294.39,4295.21,70660600,4295.21
2013-11-28,4291.56,4311.81,4289.43,4302.42,49972600,4302.42
2013-11-27,4286.74,4303.97,4276.79,4293.06,89111400,4293.06
2013-11-26,4295.99,4304.87,4277.57,4277.57,81270800,4277.57
2013-11-25,4298.01,4307.98,4290.78,4301.97,64808400,4301.97
2013-11-22,4264.96,4285.03,4250.78,4278.53,75800200,4278.53
2013-11-21,4246.88,4266.06,4222.31,4253.90,77561300,4253.90
2013-11-20,4263.14,4290.82,4248.58,4268.37,79458700,4268.37
2013-11-19,4303.35,4303.35,4264.33,4272.29,69371900,4272.29
2013-11-18,4289.22,4336.61,4277.21,4320.68,80574600,4320.68
2013-11-15,4281.53,4299.67,4271.55,4292.23,93037300,4292.23
2013-11-14,4285.86,4294.15,4257.51,4283.91,97078200,4283.91
2013-11-13,4250.86,4266.45,4213.21,4239.94,86448400,4239.94
2013-11-12,4289.02,4297.94,4263.78,4263.78,68895500,4263.78
2013-11-11,4262.80,4296.02,4253.47,4290.14,56971900,4290.14
2013-11-08,4254.30,4267.75,4211.82,4260.44,108454500,4260.44
2013-11-07,4282.98,4356.28,4269.29,4280.99,150594700,4280.99
2013-11-06,4265.43,4299.87,4265.43,4286.93,85653100,4286.93
2013-11-05,4296.56,4296.95,4232.96,4253.34,103977800,4253.34
2013-11-04,4284.83,4296.07,4276.81,4288.59,60398200,4288.59
2013-11-01,4302.03,4305.26,4266.97,4273.19,55272500,4273.19
2013-10-31,4260.80,4303.82,4254.89,4299.89,94117200,4299.89
2013-10-30,4272.55,4309.92,4264.58,4274.11,79788000,4274.11
2013-10-29,4241.82,4281.47,4241.82,4278.09,80230900,4278.09
2013-10-28,4287.89,4288.86,4236.03,4251.61,76895900,4251.61
2013-10-25,4248.73,4279.77,4242.22,4272.31,85491700,4272.31
2013-10-24,4271.51,4281.03,4259.84,4275.69,81353000,4275.69
2013-10-23,4272.25,4274.76,4249.61,4260.66,111605000,4260.66
2013-10-22,4266.02,4309.15,4263.23,4295.43,98589500,4295.43
2013-10-21,4285.71,4286.15,4267.54,4276.92,76389900,4276.92
2013-10-18,4259.81,4286.03,4246.89,4286.03,97855900,4286.03
2013-10-17,4233.88,4242.41,4204.74,4239.64,93448900,4239.64
2013-10-16,4230.52,4247.54,4213.40,4243.72,103286100,4243.72
2013-10-15,4239.21,4261.74,4232.13,4256.02,89147800,4256.02
2013-10-14,4206.10,4222.96,4192.59,4222.96,68353200,4222.96
2013-10-11,4227.31,4227.54,4209.12,4219.98,82964500,4219.98
2013-10-10,4156.42,4220.62,4148.42,4218.11,112910700,4218.11
2013-10-09,4127.42,4162.25,4113.68,4127.05,100956600,4127.05
2013-10-08,4160.88,4172.18,4133.19,4133.53,80755100,4133.53
2013-10-07,4145.11,4165.58,4105.67,4165.58,70427600,4165.58
2013-10-04,4127.34,4176.26,4124.67,4164.25,73009600,4164.25
2013-10-03,4158.93,4166.92,4124.83,4127.98,70162300,4127.98
2013-10-02,4177.62,4180.79,4136.79,4158.16,86634500,4158.16
2013-10-01,4151.92,4196.60,4150.04,4196.60,81348300,4196.60
2013-09-30,4141.55,4150.44,4120.24,4143.44,90782800,4143.44
2013-09-27,4193.17,4201.21,4163.70,4186.77,74908000,4186.77
2013-09-26,4199.02,4202.40,4170.67,4186.72,84538000,4186.72
2013-09-25,4185.20,4202.54,4171.88,4195.35,82546800,4195.35
2013-09-24,4174.86,4206.30,4174.26,4195.61,83359100,4195.61
2013-09-23,4207.18,4216.92,4162.84,4172.08,87034800,4172.08
2013-09-20,4194.94,4219.90,4193.92,4203.66,199054700,4203.66
2013-09-19,4228.00,4228.00,4188.73,4206.04,121735400,4206.04
2013-09-18,4147.46,4170.40,4134.44,4170.40,78450600,4170.40
2013-09-17,4142.23,4155.85,4131.22,4145.51,79838200,4145.51
2013-09-16,4154.19,4162.67,4138.34,4152.22,92101800,4152.22
2013-09-13,4101.67,4117.38,4095.73,4114.50,80926400,4114.50
2013-09-12,4117.64,4121.32,4095.21,4106.63,115335800,4106.63
2013-09-11,4107.29,4122.53,4100.89,4119.11,94463300,4119.11
2013-09-10,4071.03,4119.98,4067.16,4116.64,113480600,4116.64
2013-09-09,4046.26,4047.94,4022.81,4040.33,76420300,4040.33
2013-09-06,4000.54,4049.19,3985.77,4049.19,111738400,4049.19
2013-09-05,3986.47,4009.59,3968.18,4006.80,103932100,4006.80
2013-09-04,3981.88,3987.88,3927.63,3980.42,83843400,3980.42
2013-09-03,4015.00,4015.00,3951.32,3974.07,93598000,3974.07
2013-09-02,3974.79,4014.50,3974.79,4006.01,67423200,4006.01
2013-08-30,3986.23,3988.93,3933.78,3933.78,93756500,3933.78
2013-08-29,3980.60,3990.27,3950.74,3986.35,81767500,3986.35
2013-08-28,3955.42,3976.11,3934.79,3960.46,110503100,3960.46
2013-08-27,4049.13,4062.48,3968.73,3968.73,108198400,3968.73
2013-08-26,4072.78,4072.78,4037.97,4067.13,36474700,4067.13
2013-08-23,4058.70,4073.82,4025.56,4069.47,60975400,4069.47
2013-08-22,4018.25,4071.73,4018.25,4059.12,78639800,4059.12
2013-08-21,4042.44,4048.30,4015.03,4015.09,67324800,4015.09
2013-08-20,4067.21,4067.90,4005.47,4028.93,99059500,4028.93
2013-08-19,4122.38,4122.38,4080.66,4083.98,63656900,4083.98
2013-08-16,4092.77,4123.89,4077.52,4123.89,81788800,4123.89
2013-08-15,4108.93,4111.64,4055.30,4093.20,67105100,4093.20
2013-08-14,4099.33,4122.16,4091.58,4114.20,72401700,4114.20
2013-08-13,4081.58,4092.50,4075.45,4092.50,73464100,4092.50
2013-08-12,4080.97,4088.64,4048.62,4071.68,71797900,4071.68
2013-08-09,4073.77,4087.73,4049.87,4076.55,87489200,4076.55
2013-08-08,4046.44,4069.72,4032.99,4064.32,81525100,4064.32
2013-08-07,4024.64,4043.55,4010.63,4038.49,84145300,4038.49
2013-08-06,4050.97,4064.98,4013.96,4032.57,102019000,4032.57
2013-08-05,4049.16,4062.78,4040.34,4049.97,75312500,4049.97
2013-08-02,4059.24,4059.62,4027.76,4045.65,90971300,4045.65
2013-08-01,3996.81,4044.50,3993.75,4042.73,133956900,4042.73
2013-07-31,3975.42,4007.23,3965.03,3992.69,98222000,3992.69
2013-07-30,3983.88,3998.16,3966.03,3986.61,79142900,3986.61
2013-07-29,3989.34,3997.86,3962.43,3968.91,89540800,3968.91
2013-07-26,3979.95,4002.35,3960.52,3968.84,93854600,3968.84
2013-07-25,3961.78,3967.58,3920.17,3956.02,101230000,3956.02
2013-07-24,3931.24,3976.50,3931.24,3962.75,101852200,3962.75
2013-07-23,3952.55,3955.55,3923.09,3923.09,93653800,3923.09
2013-07-22,3929.19,3945.98,3915.81,3939.92,67872400,3939.92
2013-07-19,3914.76,3925.32,3900.10,3925.32,89217600,3925.32
2013-07-18,3864.06,3927.79,3858.57,3927.79,91194000,3927.79
2013-07-17,3858.53,3883.09,3821.55,3872.02,76429400,3872.02
2013-07-16,3883.47,3884.64,3846.82,3851.03,65496000,3851.03
2013-07-15,3867.08,3893.26,3862.84,3878.58,55995800,3878.58
2013-07-12,3878.62,3886.08,3844.88,3855.09,72635000,3855.09
2013-07-11,3885.44,3888.19,3855.05,3868.98,92621400,3868.98
2013-07-10,3841.04,3855.19,3812.03,3840.53,73308600,3840.53
2013-07-09,3840.66,3858.54,3832.16,3843.56,89875000,3843.56
2013-07-08,3782.12,3842.51,3781.51,3823.83,76401000,3823.83
2013-07-05,3811.17,3837.39,3753.85,3753.85,98157600,3753.85
2013-07-04,3733.78,3809.82,3722.79,3809.31,111232600,3809.31
2013-07-03,3708.29,3708.91,3668.77,3702.01,105048400,3702.01
2013-07-02,3776.20,3776.41,3731.03,3742.57,77200400,3742.57
2013-07-01,3761.57,3786.41,3724.53,3767.48,88607000,3767.48
2013-06-28,3767.49,3775.34,3723.66,3738.91,118744800,3738.91
2013-06-27,3722.41,3780.56,3704.18,3762.19,97420600,3762.19
2013-06-26,3655.39,3730.69,3637.73,3726.04,109058400,3726.04
2013-06-25,3642.57,3655.62,3618.58,3649.82,105236600,3649.82
2013-06-24,3652.52,3668.11,3575.17,3595.63,133725200,3595.63
2013-06-21,3718.93,3744.25,3658.04,3658.04,170441400,3658.04
2013-06-20,3778.33,3783.20,3696.45,3698.93,143397400,3698.93
2013-06-19,3866.15,3868.40,3823.65,3839.34,84862200,3839.34
2013-06-18,3848.98,3870.87,3837.04,3860.55,75693000,3860.55
2013-06-17,3815.44,3882.88,3814.61,3863.66,88895600,3863.66
2013-06-14,3823.20,3830.69,3793.50,3805.16,77729800,3805.16
2013-06-13,3747.65,3804.25,3731.84,3797.98,104036400,3797.98
2013-06-12,3805.15,3835.49,3791.71,3793.70,82900600,3793.70
2013-06-11,3847.00,3849.36,3780.39,3810.56,106952600,3810.56
2013-06-10,3864.08,3884.64,3853.88,3864.36,67885400,3864.36
2013-06-07,3821.07,3889.55,3800.85,3872.59,102233400,3872.59
2013-06-06,3861.24,3877.96,3814.28,3814.28,92674800,3814.28
2013-06-05,3903.59,3915.71,3852.44,3852.44,98550400,3852.44
2013-06-04,3950.00,3962.42,3919.67,3925.83,75275800,3925.83
2013-06-03,3929.68,3979.53,3889.44,3920.67,93646600,3920.67
2013-05-31,3992.35,3995.79,3938.19,3948.59,133511800,3948.59
2013-05-30,3964.50,4018.97,3963.69,3996.31,84607200,3996.31
2013-05-29,4024.76,4028.77,3970.46,3974.12,91563600,3974.12
2013-05-28,4005.83,4072.24,4004.27,4050.56,99488800,4050.56
2013-05-27,3979.15,3998.05,3976.41,3995.16,39186400,3995.16
2013-05-24,3982.26,3997.13,3942.06,3956.79,60558800,3956.79
2013-05-23,3955.98,3983.72,3940.29,3967.15,127183600,3967.15
2013-05-22,4036.49,4058.73,4009.26,4051.11,92980000,4051.11
2013-05-21,4009.84,4036.18,3991.38,4036.18,87155000,4036.18
2013-05-20,4005.79,4022.85,3993.12,4022.85,61728800,4022.85
2013-05-17,3968.41,4018.84,3962.31,4001.27,148916000,4001.27
2013-05-16,3967.70,3984.28,3957.77,3979.07,93967400,3979.07
2013-05-15,3959.04,3983.05,3950.57,3982.23,93773200,3982.23
2013-05-14,3949.90,3966.06,3922.20,3966.06,89435600,3966.06
2013-05-13,3948.33,3961.66,3933.32,3945.20,75023600,3945.20
2013-05-10,3932.43,3971.92,3930.36,3953.83,94890400,3953.83
2013-05-09,3927.12,3941.81,3909.00,3928.58,64145400,3928.58
2013-05-08,3924.00,3957.06,3919.19,3956.28,85164600,3956.28
2013-05-07,3915.38,3940.58,3904.90,3921.32,105486400,3921.32
2013-05-06,3909.49,3915.59,3897.73,3907.04,47146400,3907.04
2013-05-03,3873.95,3914.51,3848.33,3912.95,109438000,3912.95
2013-05-02,3828.62,3888.98,3819.04,3858.76,118408600,3858.76
2013-04-30,3883.00,3886.45,3843.37,3856.75,101008600,3856.75
2013-04-29,3828.94,3870.19,3827.93,3868.68,86171400,3868.68
2013-04-26,3821.99,3828.14,3788.47,3810.05,92558000,3810.05
2013-04-25,3835.25,3854.41,3825.61,3840.47,98405200,3840.47
2013-04-24,3786.45,3849.04,3782.56,3842.94,141670400,3842.94
2013-04-23,3655.65,3783.05,3655.07,3783.05,151079000,3783.05
2013-04-22,3673.48,3681.95,3631.58,3652.13,88581400,3652.13
2013-04-19,3633.33,3657.98,3613.97,3651.96,121170000,3651.96
2013-04-18,3617.03,3636.88,3584.38,3599.36,132881000,3599.36
2013-04-17,3707.05,3711.47,3591.32,3599.23,156357600,3599.23
2013-04-16,3694.66,3721.96,3676.45,3685.79,107304000,3685.79
2013-04-15,3728.69,3747.67,3684.85,3710.48,103653000,3710.48
2013-04-12,3765.65,3773.64,3718.11,3729.30,100063800,3729.30
2013-04-11,3739.90,3788.86,3736.53,3775.66,101183000,3775.66
2013-04-10,3685.28,3750.17,3685.28,3743.71,125566400,3743.71
2013-04-09,3688.23,3701.93,3655.92,3670.72,97491000,3670.72
2013-04-08,3677.21,3694.27,3663.16,3666.78,79621800,3666.78
2013-04-05,3727.63,3735.68,3638.83,3663.48,127796600,3663.48
2013-04-04,3767.88,3794.72,3719.20,3726.16,124703400,3726.16
2013-04-03,3789.58,3806.30,3752.71,3754.96,113307000,3754.96
2013-04-02,3729.82,3810.18,3729.28,3805.37,129183200,3805.37
2013-03-28,3710.92,3751.15,3695.09,3731.42,109480800,3731.42
2013-03-27,3763.02,3765.76,3669.17,3711.64,140480800,3711.64
2013-03-26,3735.32,3765.01,3732.14,3748.64,108932200,3748.64
2013-03-25,3823.88,3837.02,3719.44,3727.98,131724200,3727.98
2013-03-22,3766.24,3790.92,3750.05,3770.29,95914400,3770.29
2013-03-21,3821.44,3822.65,3756.58,3774.85,103805600,3774.85
2013-03-20,3798.12,3834.88,3785.81,3829.56,105949800,3829.56
2013-03-19,3813.37,3819.37,3763.99,3775.75,126794800,3775.75
2013-03-18,3768.07,3832.02,3761.22,3825.47,122589000,3825.47
2013-03-15,3867.09,3869.14,3829.73,3844.03,198658000,3844.03
2013-03-14,3855.30,3871.58,3849.69,3871.58,119993400,3871.58
2013-03-13,3834.44,3839.99,3817.56,3836.04,83695200,3836.04
2013-03-12,3824.11,3855.07,3822.95,3839.97,84350200,3839.97
2013-03-11,3830.69,3837.79,3817.92,3836.27,73777000,3836.27
